X,Y,osm_id,osm_type,completeness,amenity,healthcare,name,operator,source,speciality,operator_type,operational_status,opening_hours,beds,staff_doctors,staff_nurses,health_amenity_type,dispensing,wheelchair,emergency,insurance,water_source,electricity,is_in_health_area,is_in_health_zone,url,addr_housenumber,addr_street,addr_postcode,addr_city,changeset_id,changeset_version,changeset_timestamp,uuid
80.7453932482456,29.5998366484686,"9796386435",node,9.375,clinic,,Khalidada Municipal Health Center,,,,,,,,,,,,,,,,,,,,,,,,121972575,1,2022/06/05 11:29:49+00,dac6726932d14eb880e9f50334bb11d5
83.9731871306759,28.198334828647,"8601267817",node,12.5,hospital,,,,,,,,Su-Fr 10:00-15:00,,,,,,,,,,,,,,,Mustang chowk,,,102450113,1,2021/04/07 06:04:14+00,a20ef61861644d639f49c798cad9ba84
83.9746937777713,28.6696589671014,"854367591",node,9.375,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,125065129,3,2022/08/18 14:31:26+00,d872a738e93a47bda05e29ef6473dde1
84.3825974193297,27.6450949372111,"9516157617",node,6.25,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,117556641,1,2022/02/18 10:02:06+00,7670a80b08c041b3be9707515a74c870
,,"744576044",way,18.75,hospital,hospital,Madi Healthpost,,,,,,,,,,,,,,,,,,,,,Rambeni-Okharbote Road,,Madi Okherbote Bazzar,81062572,2,2020/02/16 06:34:57+00,1b8ed956a689441b9192086942cf65d5
,,"219072866",way,9.375,hospital,,mhf,,,,,,,,,,,,,,,,,,,,,,,,15879944,1,2013/04/27 06:51:59+00,e3818f2c73e84d22b598fc161d44fc4f
86.0461969927975,27.6658832305478,"9782761002",node,9.375,hospital,,Dolakha Samudayik Hospital,,,,,,,,,,,,,,,,,,,,,,,,121729338,1,2022/05/30 16:28:39+00,9b6362ce7d2a48a39743d56837064b88
81.556109363375,29.1065972697958,"11982709996",node,12.5,clinic,,Bharta Community Health are Center,government,,,,,,,,,,,,,,,,,,,,,,,152716517,1,2024/06/15 11:17:57+00,4b238092b3884723995ba64178164e2f
82.8675689236312,27.7930850652714,"9796880490",node,9.375,hospital,,चाबेनेटा सामुदायिक सहरी स्वास्थ्य केन्द्र शिनपा -११,,,,,,,,,,,,,,,,,,,,,,,,121985594,1,2022/06/05 16:36:37+00,481e09245aed4382a174f76f8b4304aa
86.9322260166834,26.7357917989643,"9768410785",node,9.375,pharmacy,,Janaki Medical Hall,,,,,,,,,,,,,,,,,,,,,,,,121451038,1,2022/05/25 01:51:33+00,0a1925464eb04c479cc5037181760157
85.312371092964,27.7403189731373,"10013010978",node,12.5,clinic,clinic,my life healthj center,,,,,,,,,,,,,,,,,,,,,,,,126009986,1,2022/09/10 10:37:02+00,358f2b47f30945d5ae46f3a27342e6d1
85.0020141965202,27.0304564315627,"9789414562",node,9.375,clinic,,Shreemati Raj Kumari Clinice,,,,,,,,,,,,,,,,,,,,,,,,121832358,1,2022/06/02 02:41:36+00,1d6ab73d76534f6b92ba6ce3f01dde17
81.454232862357,28.9907394190083,"5064394229",node,6.25,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,51513489,1,2017/08/28 15:29:27+00,6461b4c5a158435c83a33363a37e9aca
86.4223716942639,26.7901782806198,"9801310503",node,9.375,clinic,,विष्णुपुर स्वास्थ्य केन्द्र,,,,,,,,,,,,,,,,,,,,,,,,122065649,1,2022/06/07 10:34:02+00,05d9cd2cd34a4b33a5bd0e3b43919a4c
83.7746512766322,27.5568276294618,"8680231709",node,12.5,hospital,hospital,chisapani aaspatal,,,,,,,,,,,,,,,,,,,,,,,,103855649,1,2021/04/29 15:43:14+00,436f405614e9403cb52092979a31ab2f
83.9906065694891,28.2260997990903,"5157241891",node,12.5,pharmacy,,Prichit Medical Hall,,,,,,,,,,,,,,,,,,,,,,,,52763155,1,2017/10/09 15:19:17+00,fb807abf23ec4eb3a4967d6240cf8703
86.208241560823,26.6545293315161,"11969316983",node,12.5,pharmacy,,Digo Ayurveda Medical Hall,private,,,,,,,,,,,,,,,,,,,,,,,152502376,1,2024/06/10 15:08:53+00,07243b50bc9b4e6c9453ce75e4a419ea
83.65348818405,27.6222476293598,"9796948874",node,9.375,hospital,,अाधारभूत स्वास्थ्य सेवा केन्द्र,,,,,,,,,,,,,,,,,,,,,,,,121987159,1,2022/06/05 17:13:34+00,04af7ff33b9d468bae76706d7c104416
86.2312696663258,26.5988871569461,"11968756855",node,12.5,clinic,,Lagadigadiyani Health Care Center,government,,,,,,,,,,,,,,,,,,,,,,,152492751,1,2024/06/10 11:21:31+00,336127073da7486db721d8bf8388278a
85.1457804321143,27.9026441672811,"4833882821",node,6.25,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,48382197,1,2017/05/04 04:39:31+00,3838802d30cf4bb5b8fc78bac741867a
85.1610717895308,26.9275474477118,"9796594210",node,9.375,clinic,,Paterwa Health Post,,,,,,,,,,,,,,,,,,,,,,,,121978357,1,2022/06/05 13:46:00+00,9797a04c5cf544c78ad6df6ec65f22ec
85.3448028556372,27.721420296052,"10305102342",node,12.5,hospital,,ओम हस्पिटल एण्ड रिसर्च सेन्टर प्रा. लि,,,,,,,,,,,,,,,,,,,,,Chabahil Road,,,133183070,2,2023/03/01 18:24:32+00,27886bb83a704dbfa3bce4b9b6f0edf3
85.3486126820866,27.7182658506117,"10012835397",node,9.375,pharmacy,,SHYARWA PHARMACY,,,,,,,,,,,,,,,,,,,,,,,,126006874,1,2022/09/10 08:57:42+00,34790da4d32841e4b697d3ce6776383d
85.3404478702053,27.6817095210249,"10121424498",node,9.375,,alternative,Palchowki Maii joytish Tatha Bastu Sewa,,,,,,,,,,,,,,,,,,,,,,,,128150402,2,2022/10/28 00:16:56+00,8c2c530f8bef4c6dbe4892de71a7e203
83.9730198278885,28.1926724339582,"4805349957",node,9.375,pharmacy,,Aarkid Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,47963522,1,2017/04/20 08:27:07+00,9bf14ef798be43abb24559de4b1bb5c4
82.9702834473285,27.6265334640904,"9791693683",node,9.375,clinic,,हरिहरपुर स्वास्थ्य चौकी,,,,,,,,,,,,,,,,,,,,,,,,121875902,1,2022/06/03 05:29:51+00,f508e3e63fb141fba8ff638d1d263f3a
80.5273853949396,28.9245589290354,"9587849074",node,9.375,clinic,,Kolmuda GauGhar Clinic,,,,,,,,,,,,,,,,,,,,,,,,118634190,1,2022/03/18 13:58:34+00,42041245d32e4b8a9169000ae2b06cd3
83.1540526510943,27.9466380948299,"9796880516",node,9.375,hospital,,na,,,,,,,,,,,,,,,,,,,,,,,,121985594,1,2022/06/05 16:36:37+00,818a3ab8192549f582da5b43d71d2f2d
83.4528427726157,27.5161356688492,"7453159085",node,28.125,clinic,pharmacy,Rahul Medisales,,,,private,,Mo-Fr 08:00-20:00,,,,,,,,,,,,,,,Ravi Path,"32900",Bhairahawa,122188455,2,2022/06/10 03:17:45+00,24b87caa392845409f11f032cc4cd25c
81.5645577350406,28.9649779748806,"9530887030",node,9.375,clinic,,Kiswari bhawan,,,,,,,,,,,,,,,,,,,,,,,,117787128,1,2022/02/23 20:52:19+00,cf702690dff04f8a920381afacc022cc
84.8934991443698,27.9110450973748,"5160297687",node,15.625,pharmacy,,Pandey Medical,,,,,,08:00-18:00,,,,,,,,,,,,,,,,,,53197309,4,2017/10/24 05:44:00+00,b30991446ff54dc3b937ea1a7811f49b
83.986459539075,28.210497473066,"4579370616",node,9.375,pharmacy,,Neha Ausadhi,,,,,,,,,,,,,,,,,,,,,,,,44756444,1,2016/12/29 12:48:07+00,ec51c4a66fc04d3e8f8ec66e15d7fb42
,,"361656700",way,34.375,hospital,hospital,Sahid Memorial Hospital,private,,,,,24/7,,,,,,no,yes,,,,,,,"3",Dhading Besi Marga,,Nilkantha Municipality-3,113721351,6,2021/11/13 07:46:02+00,b91432c7a69647798416dc165e7537a8
85.3648981332195,27.6742653851785,"9956485528",node,9.375,pharmacy,,Sancho Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,124960161,1,2022/08/16 08:39:12+00,5245311616e84c54a89d0e2bb7ddd618
87.2861582484314,26.4584483692739,"4914690622",node,15.625,,blood_donation,Nepal Red Cross Society Regional Blood Transfusion Service Center,,,,,,24/7,,,,,,,,,,,,,,,Rangeli Road,,,110958518,3,2021/09/09 07:53:11+00,67cc8e98142b40039127e68b7973f3f7
84.0141978550661,28.2077580994708,"4199845593",node,9.375,pharmacy,,Kamala Medical Hall,,,,,,,,,,,,,,,,,,,,,,,,41653511,2,2016/08/24 05:35:21+00,64d9e221daa6436f9462387b5e6e4a31
85.952858130714,26.8153162787895,"4887200021",node,25,hospital,hospital,Hospital Building,Ram Janaki Health Foundation,,,private,,,,,,,,,,,,,,,,,Janaki Medical colleege-Ramdiaya-sabaila-paterwa Road,,Chhirreshwornath,121219711,3,2022/05/20 02:06:32+00,4b735a36e74f4261b253c9bc513095dc
85.9125085708461,26.7294244862185,"9773977086",node,9.375,hospital,,Janakpur Trauma Hospital,,,,,,,,,,,,,,,,,,,,,,,,121550914,1,2022/05/27 01:43:09+00,32ec5cd1421c4f16ba3ebf669b447964
85.025657617535,27.0003451987832,"9789414534",node,9.375,dentist,,Shree Krishna Dental Clinic,,,,,,,,,,,,,,,,,,,,,,,,121832358,1,2022/06/02 02:41:36+00,3042c7c1894e465ea79906c0ec0183f8
,,"809001093",way,9.375,clinic,,पुष्पा आयु मेडिकल,,,,,,,,,,,,,,,,,,,,,,,,99275588,2,2021/02/15 03:52:56+00,5a46f853a618476a83e985614b4704f3
81.7606811935319,28.1582049584613,"9794453046",node,9.375,clinic,,महादेवपुरी स्वास्थ्य चौकी,,,,,,,,,,,,,,,,,,,,,,,,121932826,1,2022/06/04 10:07:09+00,7f8d8ce279a64999a795a50381d36d11
84.5023170643664,27.5824077730238,"9771419656",node,12.5,hospital,hospital,Sauraha Eye Care Center,,,,,,,,,,,,,,,,,,,,,,,,134186314,2,2023/03/27 16:39:27+00,20d0f039ac104d2093a7420572393be4
85.6930485528152,27.8124163323795,"9783640034",node,9.375,clinic,,Syaule Health Post,,,,,,,,,,,,,,,,,,,,,,,,121733572,1,2022/05/30 18:13:53+00,c86067ba9a064b269bd944870db7be0b
86.4009849330405,26.7208032797094,"9801310504",node,9.375,clinic,,भवानीपुर स्वास्थ्य केन्द्र,,,,,,,,,,,,,,,,,,,,,,,,122065649,1,2022/06/07 10:34:02+00,269bbf73b382461d9606ffc8aa6a2818
85.3319817289049,27.712059889502,"6041296637",node,18.75,pharmacy,pharmacy,Sanogaucharan Pharmacy,,,,,,,,,,,yes,no,,,,,,,,,,,,64224260,1,2018/11/06 09:52:52+00,70b5a1d5cb8b4139b7527c4f30f6b011
85.852241429743,26.7269954944979,"9791970432",node,9.375,clinic,,Bharmapur Health Post Bharmarpura,,,,,,,,,,,,,,,,,,,,,,,,121882368,1,2022/06/03 08:21:00+00,31374b9eb10a41ae88f80d5f91b8ba03
81.6142043342706,28.0878028391359,"9794516618",node,9.375,hospital,,साइनिङ अस्पताल,,,,,,,,,,,,,,,,,,,,,,,,121933918,1,2022/06/04 10:39:43+00,c3389ae4db214d8bbb0f92c71ac9010e
85.3548217445004,27.6701024291483,"9999414288",node,9.375,clinic,,Rashmi Medical Hall,,,,,,,,,,,,,,,,,,,,,,,,125767220,1,2022/09/04 10:39:34+00,1b52c24b853c47538fecd38c5816b9dc
83.9769178319593,28.2066294762085,"5328945222",node,25,hospital,,Janapriya Hospital,,2c Preset,,private,,24/7,,,,,,,yes,,,,,,,,Janapriya Marga,,,59596137,5,2018/06/06 09:42:29+00,98aa9cb9fc96448dbb96176fb628794a
85.3222684442313,27.7019463689519,"9916725496",node,9.375,clinic,,Subh Ultrasound Clinic,,,,,,,,,,,,,,,,,,,,,,,,124176919,1,2022/07/28 09:46:42+00,c657cd3785fb4a48abe730869369bf14
84.6028780256813,27.5861477782198,"3472530802",node,9.375,pharmacy,,Kathar Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,30420103,2,2015/04/23 05:09:24+00,6ed0cb63dea2408da60dace3c7c1f677
82.509634919851,27.8745828965607,"5171142528",node,12.5,doctors,doctor,Ãkha Hospital,,,,,,,,,,,,,,,,,,,,,,,,52980619,1,2017/10/16 12:18:08+00,5935bc3791254a14886079dcd052ea1a
85.2733035451864,27.6774876402154,"9645203985",node,9.375,pharmacy,,Kipoo dye medical hall,,,,,,,,,,,,,,,,,,,,,,,,119377559,1,2022/04/06 09:39:58+00,e3c58aff06aa4e809759fa742213fe83
86.7104476480537,26.5205008557529,"11991596206",node,12.5,clinic,,Musarniya BHCC,government,,,,,,,,,,,,,,,,,,,,,,,152882997,1,2024/06/19 08:39:16+00,40c62a5f11184370a848fa5d13405765
,,"328985954",way,9.375,hospital,,hospital,,,,,,,,,,,,,,,,,,,,,,,,28935968,1,2015/02/18 15:46:49+00,19166123c5274ba3b4eb0491cefac9c8
85.8503112450802,26.8011588252342,"9791970439",node,9.375,clinic,,Primary Health Post Gachi Tole,,,,,,,,,,,,,,,,,,,,,,,,121882368,1,2022/06/03 08:21:00+00,bea691ce8f91439fa3e40703880b9a63
85.3011685955536,27.7073923429008,"6546341185",node,12.5,clinic,,,Aashraya Multipurpose,,,,,,,,,,,,,,,,,,,,Lakhatirtha Marg,,,98595263,3,2021/02/02 18:26:46+00,3f98b8fac68a491da20f36687dc80d92
84.8079192424159,27.5399076682586,"3438536631",node,9.375,pharmacy,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,29985433,1,2015/04/05 05:42:58+00,ac40fcf31f8143ee9e61eb945690bbc9
85.3735561362836,27.6736700185961,"11949808339",node,12.5,clinic,clinic,Niwaran Poly Clinic,,,,,,,,,,,,,,,,,,,,,,,,152114666,1,2024/06/01 10:27:38+00,31dd85e401da4e06b39558a112c9e254
82.2188841331204,28.156416260324,"9246370492",node,12.5,pharmacy,,बिनय फार्मेसी,,,,private,,,,,,,,,,,,,,,,,,,,163590951,3,2025/03/13 22:28:16+00,aa6fc717d9fa45638ec465c609622536
83.7551105457638,28.009882068845,"9619729724",node,9.375,hospital,,Sorek Health Post,,,,,,,,,,,,,,,,,,,,,,,,119045690,1,2022/03/29 01:39:26+00,0e27523f75c44c12b0637b41516cf0c9
84.9643554790281,26.9943046964422,"9796667294",node,9.375,clinic,,Purainiya Health Post,,,,,,,,,,,,,,,,,,,,,,,,121979640,1,2022/06/05 14:16:55+00,76d89ac1d5df4a3aa14bb8a460c633dd
,,"501793250",way,21.875,clinic,,Orchid Home Care Center,private,,,,,00:00-24:00,,,,,,,,,,,,,,,aashrit nagar marga,,kathmandu municipality,83087682,5,2020/04/05 04:18:44+00,a2746f360a094d8188bc8cf05f270a16
84.4209206541055,27.6979200379435,"3341389578",node,12.5,pharmacy,pharmacy,Dhanawantari Pharmacy and Pathology,,,,,,,,,,,,,,,,,,,,,,,,164399999,3,2025/04/02 03:42:10+00,17290d3b6dd0475d8f86458af38e52ee
85.0418108860549,26.9344303313218,"11968286693",node,12.5,clinic,,Parsurampur Health Care Center,government,,,,,,,,,,,,,,,,,,,,,,,152479416,1,2024/06/10 05:39:25+00,be56772f4905440db83d66d1a2ee0c02
83.9766886707266,28.2245429443948,"9517071818",node,9.375,pharmacy,,Aarshika Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,117573352,1,2022/02/18 16:43:56+00,6aedcff87ee44c10a43bcb387328ed95
85.3066201853776,27.7119421237624,"13174993241",node,12.5,,alternative,Men-Tsee-Kang Tibetan Medical & Astrology,,,,,,"Su-Fr 09:00-01:00,14:00-17:00",,,,,,,,,,,,,,,,,,172516480,1,2025/09/27 09:06:41+00,c7b7052b8fe44a06ade457f12a35a7c7
84.6584932943421,28.0204849249024,"9772756007",node,9.375,clinic,,Arusara urban health center,,,,,,,,,,,,,,,,,,,,,,,,121527492,1,2022/05/26 13:54:25+00,a19742c359b4476786ef9a6b28d052bd
83.5745224418904,27.5788870384148,"9800462491",node,9.375,clinic,,आधारभुर स्वास्थ्य केन्द्र( वार्ड न १),,,,,,,,,,,,,,,,,,,,,,,,122048749,1,2022/06/07 03:27:54+00,4d00037220e84d1bad17f23151e3649a
84.2675755795647,27.9769752198999,"7672475661",node,9.375,,doctor,Vyas Hospital,,,,,,,,,,,,,,,,,,,,,,,,87375103,1,2020/07/01 04:37:51+00,1dfd81aed0534ca691e8b21f53603889
,,"491860624",way,28.125,pharmacy,pharmacy,Basanta Pharmacy,Surya Bastakoti,,,,,sunrise-sunset,,,,,no,,,,,,,,,,Keladighatdham Road,,Sankhar,141677142,3,2023/09/24 10:58:02+00,284871762dd44591884561f99bc62bde
83.9762341201175,28.2127707290257,"5227484923",node,9.375,pharmacy,,Sancho Medical Pharma,,,,,,,,,,,,,,,,,,,,,,,,53759785,1,2017/11/14 04:21:44+00,4090f379ebfc42cd99864c466038f77b
81.0243300777294,29.4668807210355,"9796451295",node,9.375,clinic,,Kotbhairav Health Post,,,,,,,,,,,,,,,,,,,,,,,,121973894,1,2022/06/05 12:05:14+00,41766d94de024d10b79f14d8942df410
85.4384696177728,26.9856161832506,"13154796329",node,12.5,hospital,hospital,आयुर्वेदिक अस्पताल,,,,,,,,,,,,,,,,,,,,,,,,172147681,1,2025/09/19 08:07:54+00,0ae8933d57214e2bba02fbc5f332df27
81.6052614303177,28.0285257684358,"9794575440",node,9.375,clinic,,जैसपुर स्वास्थ चौकि,,,,,,,,,,,,,,,,,,,,,,,,145785112,2,2024/01/02 06:06:41+00,673ffc486e024b4e86e22773340124d3
85.3249577778645,27.7100730431738,"8575745017",node,15.625,clinic,clinic,,,,,,,,,,,,,,,,,,,,,"28",Kamalpokhari,,,143091820,2,2023/10/25 03:37:00+00,85fd7b77bb1e47de9fea4e68cc27ba16
,,"1287628611",way,9.375,pharmacy,,Sunaulo Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,151980313,1,2024/05/29 10:02:17+00,17ad78284c424b5dbbd24aa7a75127e1
83.4523016369468,27.5175974727626,"9803910089",node,12.5,clinic,clinic,Jagadamba Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,122148243,2,2022/06/09 07:03:01+00,8bb738f213c2479f953a6e8326f40853
81.8946837692143,28.0242785742787,"9794469238",node,9.375,hospital,,राप्तिसोनारी अस्पताल,,,,,,,,,,,,,,,,,,,,,,,,121932811,1,2022/06/04 10:06:34+00,58285d6fa2cd40e5821cb597a950cfcd
83.9912337873036,28.222955998667,"5543309661",node,15.625,pharmacy,,Kathmandu Nardevi Aayurveda Pharma,,2cpokhara,,,,,,,,,,,,,,,,,,,,,,57978508,1,2018/04/10 16:32:16+00,b7be2d90b19f408ab04ef81e130f837a
85.8412627291473,26.7255572437323,"9791970434",node,9.375,clinic,,Community Health Post Bhagawanpur,,,,,,,,,,,,,,,,,,,,,,,,121882368,1,2022/06/03 08:21:00+00,08f1ed748ce9472297d4f645369915d6
85.2799968301466,27.6747400523552,"3336085150",node,12.5,pharmacy,pharmacy,जया दासदिल वासा पश (फार्मेसी),,,,,,,,,,,,,,,,,,,,,,,,156222994,5,2024/09/05 10:06:04+00,6e0714362e4544a3982c752f9aea61fd
83.9948985230091,28.2188504586736,"4544174091",node,12.5,pharmacy,,New Pokhara Pharmacy,,2cpokhara,,,,,,,,,,,,,,,,,,,,,,58941471,4,2018/05/14 07:04:27+00,2072ee48563b409dac22c6aed13b90be
,,"419627491",way,18.75,pharmacy,,Resham Ayurbedic and Ausadhi Pasal,,,,,,,,,,,,,,,,,,,,"87",Tersapatti Road,"00977",,50842846,4,2017/08/04 15:38:52+00,f10d606aed944d90808d31825d953716
83.1956599993524,28.1762299897788,"2807805468",node,9.375,hospital,,MHP Ismarajasthal HP,,,,,,,,,,,,,,,,,,,,,,,,21853759,1,2014/04/22 02:59:13+00,cf4095c105fa44f3926e96b477bce8dd
86.2535507766177,26.8305642179475,"7068949986",node,15.625,clinic,,,Dr. Payoj chaudhary,,,,,Mo-Su 09:00-17:00,,,,,,,,,,,,,,,Sagarmatha highway,,,78622666,1,2019/12/19 07:36:36+00,c29a8d8cf1c34a2eb32701d780c211fc
83.3319167202553,27.5015258439797,"9780774923",node,9.375,clinic,,Adharbhut Health Post Gundi,,,,,,,,,,,,,,,,,,,,,,,,122048974,2,2022/06/07 03:44:44+00,1ddc8e138af1442abe5f3970d85d0026
87.826119780317,27.236751078098,"6248851386",node,15.625,hospital,,,,,,,,,,,,,,,,,,,,,,"01",Hospital Road,"977",,66794746,1,2019/01/31 08:51:10+00,edba1c6b81104fc2b80639d1caad21f8
,,"339895579",way,18.75,hospital,,Lumbini Medical College,,,,,,,,,,,,limited,,,,,,,,,Pravash,,Tansen,153090711,4,2024/06/24 01:46:41+00,784bf4046c014c0d9b3bac0a4f2d30a2
81.5915718545976,28.9277017236303,"9530887031",node,9.375,clinic,,"Aadharbhut swasthya sewa, roshani dada",,,,,,,,,,,,,,,,,,,,,,,,117787128,1,2022/02/23 20:52:19+00,75936e15f37a40ef94a5c434bb58df31
85.312379055772,27.7385818237046,"10015228515",node,12.5,clinic,clinic,Eye checkup Clinnic,,,,,,,,,,,,,,,,,,,,,,,,126037531,1,2022/09/11 06:57:29+00,0586b78f48d14791b0b4807c7d55ea51
85.3856455228688,27.6766071212871,"10068876006",node,9.375,clinic,,Balkumari Health Centre,,,,,,,,,,,,,,,,,,,,,,,,126899139,1,2022/10/02 15:40:00+00,59d8e4ed754b444696e66086cb8c927b
83.9899530324986,28.2260659362014,"4798610254",node,15.625,pharmacy,,Talbarahi Pharmacy,,,,,,24/7,,,,,,,,,,,,,,,,,,53866908,4,2017/11/17 08:14:34+00,fb00d4e86b3b4694bd0423fb54739a20
82.625274673518,28.3906325350728,"9796798692",node,9.375,clinic,,हवमा स्वास्थ्य चौकी,,,,,,,,,,,,,,,,,,,,,,,,121984028,1,2022/06/05 15:57:29+00,6e03cacc5ade42c39483e36f187354db
85.3229971668932,27.7256893669764,"9524327719",node,6.25,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,117680234,1,2022/02/21 12:45:53+00,08651e52efca45cb9b75e7311823461e
83.1393699874862,28.0857499434107,"2807805475",node,9.375,hospital,,MHP Pipaldhara HP,,,,,,,,,,,,,,,,,,,,,,,,21853759,1,2014/04/22 02:59:13+00,8240b0d96b2c434c8fabb33d90ec30f4
85.3177230219593,27.708145456901,"9926053083",node,9.375,dentist,,ओरल सोलुसन - दन्त क्लिनिक,,,,,,,,,,,,,,,,,,,,,,,,137362759,3,2023/06/15 09:50:37+00,de6083dae21a4f6788001364a1607cd2
85.587814429024,27.5698263687223,"9427525328",node,12.5,pharmacy,,Ram Gopal Baidya Medical Centre,,Namobuddha open mapping 2022,,,,,,,,,,,,,,,,,,,,,,116284918,1,2022/01/18 07:46:53+00,7046a3e2ca524f8b8ad7003ab302d3b9
81.6255663392984,28.0586971832801,"5417717152",node,18.75,pharmacy,,Ashok Medical Hall,SK Chatarji,,,,,10:00-20:00,,,,,,,,,,,,,,,,,,56441234,2,2018/02/17 14:03:07+00,55af54c0032f440bb6fd13ca8ae588d1
81.0812453795723,29.5477122748416,"9796451310",node,9.375,clinic,,कँडेल गाउँ स्वास्थ्य चौकी,,,,,,,,,,,,,,,,,,,,,,,,121973894,1,2022/06/05 12:05:14+00,d06f20c205914450a437a41b4fbda537
82.5374027401413,27.8146123910109,"9790122254",node,9.375,clinic,,स्वाथ्य चौकी,,,,,,,,,,,,,,,,,,,,,,,,121846807,1,2022/06/02 10:51:39+00,4036f99309144d5f8ab79bc486f70556
83.7932319443111,27.4300411180405,"4595604994",node,9.375,doctors,,,,,,,,,,,,,,,,,,,,,,,,"078",,44993551,1,2017/01/08 04:44:20+00,8277488ae96c4774a2fd6780454d1b47
84.894326522032,27.9108062969534,"5181389956",node,9.375,pharmacy,,Dhading Hospital Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,53146847,1,2017/10/22 09:37:34+00,adf7e958a29a4408b14c361118173d25
85.3746471248006,27.6756166317891,"10148684187",node,9.375,clinic,,Spark Ortho Neuro Center,,,,,,,,,,,,,,,,,,,,,,,,152120499,3,2024/06/01 13:06:48+00,c1b6cc1ee98b48578dd635d60b506d48
85.3608042440715,27.7745649987524,"6313750954",node,15.625,pharmacy,,Shivaji Pharma,,,,,,,,,,,,,,,,,,,,,budhanilkantha,,Kathmandu,82141684,2,2020/03/13 05:12:04+00,72a43c64bd6544fcbe40111249b4bd38
84.8508986244046,27.025890389809,"9785316574",node,9.375,clinic,,Sreesiya Health Post,,,,,,,,,,,,,,,,,,,,,,,,121763719,1,2022/05/31 11:31:27+00,e9b8df6c98ce4e7f946893ac9a9f4055
83.9908874470644,28.223209635057,"4296138331",node,9.375,pharmacy,,Syangja Medical Center,,,,,,,,,,,,,,,,,,,,,,,,41343777,2,2016/08/09 11:55:48+00,30add03248a644e3a0a8faea9bbe3271
85.3175546295246,27.7360511594985,"9528649417",node,9.375,pharmacy,,All Nepal Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,117749224,1,2022/02/23 01:57:04+00,90f0022e52ea4803b20f1c7e0bd0f4e6
